tokens;m_labels;o_labels
# New sentence = Aura an der Saale;0;0
Aura;5;5
an;6;6
der;6;6
Saale;6;6
# New sentence = Yurika Sema / Mari Tanaka;0;0
Yurika;1;1
Sema;2;2
/;0;0
Mari;1;1
Tanaka;2;2
# New sentence = The Front Line '';0;0
The;0;0
Front;0;0
Line;0;0
'';0;0
# New sentence = It was the birthplace of author Arthur Wright .;0;0
It;0;0
was;0;0
the;0;0
birthplace;0;0
of;0;0
author;0;0
Arthur;1;1
Wright;2;2
.;0;0
# New sentence = The musicians on this session were the Muscle Shoals Rhythm Section .;0;0
The;0;0
musicians;0;0
on;0;0
this;0;0
session;0;0
were;0;0
the;0;0
Muscle;3;3
Shoals;4;4
Rhythm;4;4
Section;4;4
.;0;0
# New sentence = '' Glaucocharis parorma '' Meyrick , 1924;0;0
'';0;0
Glaucocharis;0;0
parorma;0;0
'';0;0
Meyrick;1;1
,;0;0
1924;0;0
# New sentence = Guus Vogels ( gk );0;0
Guus;1;1
Vogels;2;2
(;0;0
gk;0;0
);0;0
# New sentence = Etheridge Knight , poet;0;0
Etheridge;1;1
Knight;2;2
,;0;0
poet;0;0
# New sentence = Flattop Mountain ( Anchorage , Alaska );0;0
Flattop;5;5
Mountain;6;6
(;0;0
Anchorage;5;5
,;0;0
Alaska;5;5
);0;0
# New sentence = Iron Post – $ 13,265;0;0
Iron;0;0
Post;0;0
–;0;0
$;0;0
13,265;0;0
# New sentence = In 1981 she entered the Moscow State Academy of Choreography .;0;0
In;0;0
1981;0;0
she;0;0
entered;0;0
the;0;0
Moscow;3;3
State;4;4
Academy;4;4
of;4;4
Choreography;4;4
.;0;0
# New sentence = Praise with Don Moen ( 1996 album );0;0
Praise;0;0
with;0;0
Don;0;0
Moen;0;0
(;0;0
1996;0;0
album;0;0
);0;0
# New sentence = Thomas Hubbard Sumner;0;0
Thomas;1;1
Hubbard;2;2
Sumner;2;2
# New sentence = Solomon Islands Football Federation;0;0
Solomon;3;3
Islands;4;4
Football;4;4
Federation;4;4
# New sentence = `` Arrival '' – 2:47;0;0
``;0;0
Arrival;0;0
'';0;0
–;0;0
0,115972222;0;0
# New sentence = He was buried at the Bukit Kiara Muslim Cemetery , Kuala Lumpur .;0;0
He;0;0
was;0;0
buried;0;0
at;0;0
the;0;0
Bukit;5;5
Kiara;6;6
Muslim;6;6
Cemetery;6;6
,;0;0
Kuala;5;5
Lumpur;6;6
.;0;0
# New sentence = Ethan Allen Brown ( D-R );0;0
Ethan;1;1
Allen;2;2
Brown;2;2
(;0;0
D-R;0;0
);0;0
"# New sentence = ; 17 July 2014 — Bourg-en-Bresse to Saint-Étienne ,";0;0
";";0;0
17;0;0
July;0;0
2014;0;0
—;0;0
Bourg-en-Bresse;0;5
to;0;0
Saint-Étienne;0;5
,;0;0
# New sentence = Law & Order : SVU '';0;0
Law;0;0
&;0;0
Order;0;0
:;0;0
SVU;0;0
'';0;0
# New sentence = ** Church of St. George built;0;0
**;0;0
Church;5;3
of;6;4
St.;6;4
George;6;4
built;0;0
# New sentence = January 10 – Sinclair Lewis , novelist ( born 1885 );0;0
January;0;0
10;0;0
–;0;0
Sinclair;1;1
Lewis;2;2
,;0;0
novelist;0;0
(;0;0
born;0;0
1885;0;0
);0;0
# New sentence = Nathalie Péchalat / Fabian Bourzat;0;0
Nathalie;1;1
Péchalat;2;2
/;0;0
Fabian;1;1
Bourzat;2;2
# New sentence = House of Glücksburg;0;0
House;0;0
of;0;0
Glücksburg;0;0
# New sentence = Four days later he was handed his first start , and scored the last of a 2–0 home win against Vitória .;0;0
Four;0;0
days;0;0
later;0;0
he;0;0
was;0;0
handed;0;0
his;0;0
first;0;0
start;0;0
,;0;0
and;0;0
scored;0;0
the;0;0
last;0;0
of;0;0
a;0;0
2–0;0;0
home;0;0
win;0;0
against;0;0
Vitória;3;3
.;0;0
# New sentence = ' '' International Call Prefix : 00 '' ';0;0
';0;0
'';0;0
International;0;0
Call;0;0
Prefix;0;0
:;0;0
00;0;0
'';0;0
';0;0
# New sentence = Ed Koch ( D );0;0
Ed;1;1
Koch;2;2
(;0;0
D;0;0
);0;0
# New sentence = ' '' 2001 : ' '' Rob Machado , Pauline Menczer;0;0
';0;0
'';0;0
2001;0;0
:;0;0
';0;0
'';0;0
Rob;1;1
Machado;2;2
,;0;0
Pauline;1;1
Menczer;2;2
# New sentence = Social weaver , ' '' ';0;0
Social;0;0
weaver;0;0
,;0;0
';0;0
'';0;0
';0;0
# New sentence = Starter Sterling Hitchcock got the win with five innings pitched and one run allowed .;0;0
Starter;0;0
Sterling;1;1
Hitchcock;2;2
got;0;0
the;0;0
win;0;0
with;0;0
five;0;0
innings;0;0
pitched;0;0
and;0;0
one;0;0
run;0;0
allowed;0;0
.;0;0
# New sentence = ** Pak Pong-ju , Premier of the Cabinet of North Korea ( 2013–present );0;0
**;0;0
Pak;1;1
Pong-ju;2;2
,;0;0
Premier;0;0
of;0;0
the;0;0
Cabinet;0;3
of;0;4
North;5;4
Korea;6;4
(;0;0
2013–present;0;0
);0;0
# New sentence = ** Daniel Akaka ( D ) , from May 16 , 1990;0;0
**;0;0
Daniel;1;1
Akaka;2;2
(;0;0
D;0;0
);0;0
,;0;0
from;0;0
May;0;0
16;0;0
,;0;0
1990;0;0
"# New sentence = Guillaume Apollinaire ( 1880–1918 ) : ''Alcools '' ( 1913 ) ;";0;0
Guillaume;1;1
Apollinaire;2;2
(;0;0
1880–1918;0;0
);0;0
:;0;0
''Alcools;0;0
'';0;0
(;0;0
1913;0;0
);0;0
";";0;0
# New sentence = Interstate 110 and State Route 110 ( California );0;0
Interstate;5;5
110;6;6
and;0;6
State;5;6
Route;6;6
110;6;6
(;0;0
California;5;5
);0;0
# New sentence = distributed by Yari Film Group;0;0
distributed;0;0
by;0;0
Yari;3;3
Film;4;4
Group;4;4
# New sentence = Shawn Marion ( 21 );0;0
Shawn;1;1
Marion;2;2
(;0;0
21;0;0
);0;0
# New sentence = Sever do Vouga;0;0
Sever;5;5
do;6;6
Vouga;6;6
# New sentence = In July 1539 , they sailed for Spain from Cartagena .;0;0
In;0;0
July;0;0
1539;0;0
,;0;0
they;0;0
sailed;0;0
for;0;0
Spain;5;5
from;0;0
Cartagena;5;5
.;0;0
# New sentence = Little grey flycatcher , ''Muscicapa epulata '';0;0
Little;0;0
grey;0;0
flycatcher;0;0
,;0;0
''Muscicapa;0;0
epulata;0;0
'';0;0
# New sentence = Keene , New Hampshire micropolitan area;0;0
Keene;5;5
,;0;0
New;5;5
Hampshire;6;6
micropolitan;0;0
area;0;0
# New sentence = Serbian Despotate ( 1402–1459 );0;0
Serbian;0;5
Despotate;0;6
(;0;0
1402–1459;0;0
);0;0
# New sentence = Governor of Western Australia – Michael Jeffery;0;0
Governor;0;0
of;0;0
Western;5;0
Australia;6;0
–;0;0
Michael;1;1
Jeffery;2;2
# New sentence = He was rated as Alabama’s No .;0;0
He;0;0
was;0;0
rated;0;0
as;0;0
Alabama’s;5;0
No;0;0
.;0;0
# New sentence = Volleyball at the 2010 Summer Youth Olympics – Girls ' tournament;0;0
Volleyball;0;0
at;0;0
the;0;0
2010;0;0
Summer;0;0
Youth;0;0
Olympics;0;0
–;0;0
Girls;0;0
';0;0
tournament;0;0
# New sentence = Tazeh Kand-e Akhvond;0;0
Tazeh;5;5
Kand-e;6;6
Akhvond;6;6
# New sentence = Royal Dutch Shell;0;0
Royal;3;3
Dutch;4;4
Shell;4;4
# New sentence = '' San Francisco Bay Guardian '';0;0
'';0;0
San;0;3
Francisco;0;4
Bay;0;4
Guardian;0;4
'';0;0
# New sentence = Helios Airways ( 1998–2006 ) Rebranded as αjet;0;0
Helios;3;3
Airways;4;4
(;0;0
1998–2006;0;0
);0;0
Rebranded;0;0
as;0;0
αjet;0;3
# New sentence = Aïn Fakroun District;0;0
Aïn;5;5
Fakroun;6;6
District;6;6
# New sentence = St. Mary of Perpetual Help Church ( Chicago );0;0
St.;5;5
Mary;6;6
of;6;6
Perpetual;6;6
Help;6;6
Church;6;6
(;0;0
Chicago;5;5
);0;0
# New sentence = ''at Frank Erwin Center , Austin , Texas;0;0
''at;0;0
Frank;5;5
Erwin;6;6
Center;6;6
,;0;0
Austin;5;5
,;0;0
Texas;5;5
# New sentence = Sanket Mhatre voiced this character in some episodes .;0;0
Sanket;1;1
Mhatre;2;2
voiced;0;0
this;0;0
character;0;0
in;0;0
some;0;0
episodes;0;0
.;0;0
# New sentence = Diocese of Granada en Colombia;0;0
Diocese;3;3
of;4;4
Granada;4;4
en;0;4
Colombia;5;4
# New sentence = Townsville , Queensland , Australia;0;0
Townsville;5;5
,;0;0
Queensland;5;5
,;0;0
Australia;5;5
# New sentence = Society of the Sacred Heart;0;0
Society;3;3
of;4;4
the;4;4
Sacred;4;4
Heart;4;4
# New sentence = G3 : Live in Concert '' ( with Joe Satriani and Steve Vai );0;0
G3;0;0
:;0;0
Live;0;0
in;0;0
Concert;0;0
'';0;0
(;0;0
with;0;0
Joe;1;1
Satriani;2;2
and;0;0
Steve;1;1
Vai;2;2
);0;0
# New sentence = 1704 Nuangola , Pennsylvania $ 16,851;0;0
1704;0;5
Nuangola;5;6
,;0;6
Pennsylvania;5;6
$;0;0
16,851;0;0
# New sentence = Vijaya Raghunatha Tondaiman ( Dec 1789 – February 1 , 1807 );0;0
Vijaya;1;1
Raghunatha;2;2
Tondaiman;2;2
(;0;0
Dec;0;0
1789;0;0
–;0;0
February;0;0
1;0;0
,;0;0
1807;0;0
);0;0
# New sentence = Vaucluse , New South Wales;0;0
Vaucluse;5;5
,;0;0
New;5;5
South;6;6
Wales;6;6
# New sentence = El Método '' ( 2005 );0;0
El;0;0
Método;0;0
'';0;0
(;0;0
2005;0;0
);0;0
# New sentence = Manu Ginóbili ( 20 );0;0
Manu;1;1
Ginóbili;2;2
(;0;0
20;0;0
);0;0
# New sentence = Municipalities with language facilities;0;0
Municipalities;0;0
with;0;0
language;0;0
facilities;0;0
# New sentence = 2010–11 Lebanese Premier League runners-up;0;0
2010–11;0;0
Lebanese;0;3
Premier;0;4
League;0;4
runners-up;0;0
# New sentence = Jean , Grand Duke of Luxembourg ( ''in retreat '' ) :;0;0
Jean;1;1
,;0;0
Grand;0;0
Duke;0;0
of;0;0
Luxembourg;5;5
(;0;0
''in;0;0
retreat;0;0
'';0;0
);0;0
:;0;0
# New sentence = It was later incorporated into USA Weekend '' , which began in 1985 .;0;0
It;0;0
was;0;0
later;0;0
incorporated;0;0
into;0;0
USA;0;3
Weekend;0;4
'';0;0
,;0;0
which;0;0
began;0;0
in;0;0
1985;0;0
.;0;0
# New sentence = '' Kingdom of Spain '' ' – Isabella II ( 1833–1868 );0;0
'';0;0
Kingdom;0;5
of;0;6
Spain;0;6
'';0;0
';0;0
–;0;0
Isabella;1;1
II;2;2
(;0;0
1833–1868;0;0
);0;0
# New sentence = Melchior von Diepenbrock;0;0
Melchior;1;1
von;2;2
Diepenbrock;2;2
# New sentence = U.S. Route 221 in Virginia;0;0
U.S.;0;5
Route;0;6
221;0;6
in;0;0
Virginia;5;5
"# New sentence = | style= '' text-align : left ; '' George Connelly";0;0
|;0;0
style=;0;0
'';0;0
text-align;0;0
:;0;0
left;0;0
";";0;0
'';0;0
George;1;1
Connelly;2;2
# New sentence = 8 D Brian Lee ( Binghamton Senators );0;0
8;0;0
D;0;0
Brian;1;1
Lee;2;2
(;0;0
Binghamton;0;3
Senators;0;4
);0;0
# New sentence = List of Bishops of the United Methodist Church;0;0
List;0;0
of;0;0
Bishops;0;0
of;0;0
the;0;0
United;0;3
Methodist;0;4
Church;0;4
# New sentence = It began on 30 August 2010 at Northampton 's Royal Theatre and continued until autumn 2011 .;0;0
It;0;0
began;0;0
on;0;0
30;0;0
August;0;0
2010;0;0
at;0;0
Northampton;0;5
's;0;6
Royal;5;6
Theatre;6;6
and;0;0
continued;0;0
until;0;0
autumn;0;0
2011;0;0
.;0;0
# New sentence = ' '' Aprilia '' ';0;0
';0;0
'';0;0
Aprilia;3;3
'';0;0
';0;0
# New sentence = *** Jean-Bernard Restout , ( 1732-1797 );0;0
***;0;0
Jean-Bernard;1;1
Restout;2;2
,;0;0
(;0;0
1732-1797;0;0
);0;0
# New sentence = Thelma Long '' ( First round ) '';0;0
Thelma;1;1
Long;2;2
'';0;0
(;0;0
First;0;0
round;0;0
);0;0
'';0;0
# New sentence = Central Provident Fund ( South Africa );0;0
Central;3;3
Provident;4;4
Fund;4;4
(;0;0
South;5;5
Africa;6;6
);0;0
# New sentence = Shima Shima Tora no Shimajirō;0;0
Shima;0;0
Shima;0;0
Tora;0;0
no;0;0
Shimajirō;0;0
# New sentence = Fıstıklı , Armutlu;0;0
Fıstıklı;0;5
,;0;0
Armutlu;0;5
# New sentence = Richibucto Parish , New Brunswick;0;0
Richibucto;0;5
Parish;0;6
,;0;0
New;0;5
Brunswick;0;6
# New sentence = List of the highest mountains in Austria;0;0
List;0;0
of;0;0
the;0;0
highest;0;0
mountains;0;0
in;0;0
Austria;0;5
# New sentence = Borgio Verezzi Caves;0;0
Borgio;5;5
Verezzi;6;6
Caves;6;6
# New sentence = Born in San Giuseppe Jato .;0;0
Born;0;0
in;0;0
San;5;5
Giuseppe;6;6
Jato;6;6
.;0;0
# New sentence = ''Heartbeat '' ( Don Johnson album ) , 1986;0;0
''Heartbeat;0;0
'';0;0
(;0;0
Don;1;1
Johnson;2;2
album;0;0
);0;0
,;0;0
1986;0;0
# New sentence = The Rev. Richard Coles;0;0
The;1;0
Rev.;2;0
Richard;2;1
Coles;2;2
# New sentence = Jamie Simone - Dialogue Editor;0;0
Jamie;1;1
Simone;2;2
-;0;0
Dialogue;0;0
Editor;0;0
# New sentence = '' The Young and the Restless '';0;0
'';0;0
The;0;0
Young;0;0
and;0;0
the;0;0
Restless;0;0
'';0;0
# New sentence = You Talk That Talk ! '';0;0
You;0;0
Talk;0;0
That;0;0
Talk;0;0
!;0;0
'';0;0
# New sentence = : 1990 : Nathaniel Wyeth;0;0
:;0;0
1990;0;0
:;0;0
Nathaniel;1;1
Wyeth;2;2
# New sentence = asks his mother if he can attend a Mudvayne concert in New York City with a few friends .;0;0
asks;0;0
his;0;0
mother;0;0
if;0;0
he;0;0
can;0;0
attend;0;0
a;0;0
Mudvayne;0;3
concert;0;0
in;0;0
New;5;5
York;6;6
City;6;6
with;0;0
a;0;0
few;0;0
friends;0;0
.;0;0
# New sentence = At the age of seven , Temy moved to England with her mother Thabisile Xaba-Jele and stepfather , and they lived there for four-and-a-half years .;0;0
At;0;0
the;0;0
age;0;0
of;0;0
seven;0;0
,;0;0
Temy;1;1
moved;0;0
to;0;0
England;5;5
with;0;0
her;0;0
mother;0;0
Thabisile;1;1
Xaba-Jele;2;2
and;0;0
stepfather;0;0
,;0;0
and;0;0
they;0;0
lived;0;0
there;0;0
for;0;0
four-and-a-half;0;0
years;0;0
.;0;0
# New sentence = '' Homaloxestis hilaris '' Gozmány , 1978;0;0
'';0;0
Homaloxestis;0;0
hilaris;0;0
'';0;0
Gozmány;0;1
,;0;0
1978;0;0
# New sentence = WDCX ( AM );0;0
WDCX;3;3
(;0;4
AM;0;4
);0;4
# New sentence = *JM3 Sarsuna College - Ultadanga;0;0
*JM3;3;0
Sarsuna;4;5
College;4;6
-;0;0
Ultadanga;5;5
# New sentence = Matfield Green , Kansas;0;0
Matfield;5;5
Green;6;6
,;0;0
Kansas;5;5
# New sentence = He was born in Budapest , Hungary .;0;0
He;0;0
was;0;0
born;0;0
in;0;0
Budapest;5;5
,;0;0
Hungary;5;5
.;0;0
# New sentence = Jarrod Saltalamacchia ( 2006–2007 );0;0
Jarrod;1;1
Saltalamacchia;2;2
(;0;0
2006–2007;0;0
);0;0
# New sentence = Say It with Your Eyes '';0;0
Say;0;0
It;0;0
with;0;0
Your;0;0
Eyes;0;0
'';0;0
# New sentence = Rocky Elsom , 7 .;0;0
Rocky;1;1
Elsom;2;2
,;0;0
7;0;0
.;0;0
# New sentence = René Cardona Jr .;0;0
René;1;1
Cardona;2;2
Jr;2;2
.;0;0
# New sentence = Dai ( Sixteen Kingdoms );0;0
Dai;1;5
(;0;0
Sixteen;0;0
Kingdoms;0;0
);0;0
# New sentence = He is a member of the Pittsburgh Pirates coaching staff , having served in 2014 as the assistant hitting coach under Jeff Branson .;0;0
He;0;0
is;0;0
a;0;0
member;0;0
of;0;0
the;0;0
Pittsburgh;3;3
Pirates;4;4
coaching;0;0
staff;0;0
,;0;0
having;0;0
served;0;0
in;0;0
2014;0;0
as;0;0
the;0;0
assistant;0;0
hitting;0;0
coach;0;0
under;0;0
Jeff;1;1
Branson;2;2
.;0;0
# New sentence = `` Sight and Sound '' .;0;0
``;0;0
Sight;0;3
and;0;4
Sound;0;4
'';0;0
.;0;0
# New sentence = Can-avid , Eastern Samar;0;0
Can-avid;5;5
,;0;0
Eastern;5;5
Samar;6;6
# New sentence = West Bank : 78,600 .;0;0
West;5;5
Bank;6;6
:;0;0
78,6;0;0
.;0;0
# New sentence = Eric Peterson , ''Street Legal '';0;0
Eric;1;1
Peterson;2;2
,;0;0
''Street;0;0
Legal;0;0
'';0;0
# New sentence = Finland in the Eurovision Song Contest;0;0
Finland;5;3
in;0;0
the;0;0
Eurovision;0;0
Song;0;0
Contest;0;0
# New sentence = Louis X of France;0;0
Louis;1;1
X;2;2
of;0;2
France;0;2
# New sentence = ' '' Labrinth '' ';0;0
';0;0
'';0;0
Labrinth;0;1
'';0;0
';0;0
# New sentence = Deputy First Minister – Martin McGuinness;0;0
Deputy;0;0
First;0;0
Minister;0;0
–;0;0
Martin;1;1
McGuinness;2;2
# New sentence = ' '' Disney Channel '' ';0;0
';0;0
'';0;0
Disney;3;3
Channel;4;4
'';0;0
';0;0
# New sentence = Sulligent , Alabama;0;0
Sulligent;5;5
,;0;0
Alabama;5;5
# New sentence = Gila Almagor , Yehuda Barkan;0;0
Gila;1;1
Almagor;2;2
,;0;0
Yehuda;1;1
Barkan;2;2
# New sentence = `` The Spirit of Radio '';0;0
``;0;0
The;0;0
Spirit;0;0
of;0;0
Radio;0;0
'';0;0
# New sentence = 25px Helvetic Republic - 1,600,000;0;0
25px;0;0
Helvetic;0;5
Republic;0;6
-;0;0
1,600,000;0;0
# New sentence = Danielle Elizabeth Tumminio;0;0
Danielle;1;1
Elizabeth;2;2
Tumminio;2;2
# New sentence = `` Hero '' – Enrique Iglesias ( November );0;0
``;0;0
Hero;0;0
'';0;0
–;0;0
Enrique;1;1
Iglesias;2;2
(;0;0
November;0;0
);0;0
# New sentence = Dan Fogler ( Christian Borle on the recording );0;0
Dan;1;1
Fogler;2;2
(;0;0
Christian;1;1
Borle;2;2
on;0;0
the;0;0
recording;0;0
);0;0
# New sentence = Harcharan Chawla ( 1926–2001 ) , writer;0;0
Harcharan;1;1
Chawla;2;2
(;0;0
1926–2001;0;0
);0;0
,;0;0
writer;0;0
# New sentence = They get their name from the Hindi term dhaga , which means a thread .;0;0
They;0;0
get;0;0
their;0;0
name;0;0
from;0;0
the;0;0
Hindi;0;0
term;0;0
dhaga;0;0
,;0;0
which;0;0
means;0;0
a;0;0
thread;0;0
.;0;0
# New sentence = Live at the Fillmore 1968;0;0
Live;0;0
at;0;0
the;0;0
Fillmore;0;0
1968;0;0
# New sentence = All are members of the DeKalb County School System .;0;0
All;0;0
are;0;0
members;0;0
of;0;0
the;0;0
DeKalb;0;3
County;0;4
School;0;4
System;0;4
.;0;0
# New sentence = From 1853 to 1855 he was Vermont Secretary of State .;0;0
From;0;0
1853;0;0
to;0;0
1855;0;0
he;0;0
was;0;0
Vermont;0;5
Secretary;0;0
of;0;0
State;0;0
.;0;0
# New sentence = Sara Kingdom - Jean Marsh;0;0
Sara;1;1
Kingdom;2;2
-;0;0
Jean;1;1
Marsh;2;2
# New sentence = For the Macedonia national handball team he played 78 matches and scored 243 goals .;0;0
For;0;0
the;0;0
Macedonia;0;5
national;0;0
handball;0;0
team;0;0
he;0;0
played;0;0
78;0;0
matches;0;0
and;0;0
scored;0;0
243;0;0
goals;0;0
.;0;0
# New sentence = ** '' County of Anjou '' ' – Fulk III ( 987–1040 );0;0
**;0;0
'';0;0
County;5;5
of;6;6
Anjou;6;6
'';0;0
';0;0
–;0;0
Fulk;1;1
III;2;2
(;0;0
987–1040;0;0
);0;0
# New sentence = color : no from:01 / 07 / 1999 till:30 / 06 / 2001 text : '' Bradford City '';0;0
color;0;0
:;0;0
no;0;0
from:01;0;0
/;0;0
07;0;0
/;0;0
1999;0;0
till:30;0;0
/;0;0
06;0;0
/;0;0
2001;0;0
text;0;0
:;0;0
'';0;0
Bradford;0;3
City;0;4
'';0;0
# New sentence = ''Children 's Songs '' ( Chick Corea album ) , 1984;0;0
''Children;0;0
's;0;0
Songs;0;0
'';0;0
(;0;0
Chick;0;1
Corea;0;2
album;0;0
);0;0
,;0;0
1984;0;0
# New sentence = Carl von Clausewitz;0;0
Carl;1;1
von;2;2
Clausewitz;2;2
# New sentence = Associated British Picture Corporation;0;0
Associated;3;3
British;4;4
Picture;4;4
Corporation;0;4
# New sentence = `` She died on 20 October 1891 and was buried in Eyüp Cemetery , Istanbul .;0;0
``;0;0
She;0;0
died;0;0
on;0;0
20;0;0
October;0;0
1891;0;0
and;0;0
was;0;0
buried;0;0
in;0;0
Eyüp;5;5
Cemetery;6;6
,;0;0
Istanbul;5;5
.;0;0
# New sentence = Merged into Lower Hutt City;0;0
Merged;0;0
into;0;0
Lower;5;5
Hutt;6;6
City;6;6
# New sentence = '' One Vice at a Time '' – Krokus;0;0
'';0;0
One;0;0
Vice;0;0
at;0;0
a;0;0
Time;0;0
'';0;0
–;0;0
Krokus;0;3
# New sentence = Syd Scott 1956 , 1960;0;0
Syd;1;1
Scott;2;2
1956;0;0
,;0;0
1960;0;0
# New sentence = Sally Lindsay – Shelley Unwin in Coronation Street;0;0
Sally;1;1
Lindsay;2;2
–;0;0
Shelley;1;1
Unwin;2;2
in;0;0
Coronation;0;0
Street;0;0
# New sentence = 90 ) in the South Los Angeles section of Los Angeles , California .;0;0
90;0;0
);0;0
in;0;0
the;0;0
South;5;5
Los;6;6
Angeles;6;6
section;0;0
of;0;0
Los;5;5
Angeles;6;6
,;0;0
California;5;5
.;0;0
# New sentence = African olive pigeon;0;0
African;0;0
olive;0;0
pigeon;0;0
# New sentence = He played for the Philadelphia Eagles in 1967 .;0;0
He;0;0
played;0;0
for;0;0
the;0;0
Philadelphia;0;3
Eagles;0;4
in;0;0
1967;0;0
.;0;0
# New sentence = The first conclave was held following the death of Pope Alexander VI on August 18 , 1503 .;0;0
The;0;0
first;0;0
conclave;0;0
was;0;0
held;0;0
following;0;0
the;0;0
death;0;0
of;0;0
Pope;1;0
Alexander;2;1
VI;2;2
on;0;0
August;0;0
18;0;0
,;0;0
1503;0;0
.;0;0
# New sentence = ' '' Sarah Gronert '' ';0;0
';0;0
'';0;0
Sarah;1;1
Gronert;2;2
'';0;0
';0;0
# New sentence = ' '' Ikarus Imagine '' ';0;0
';0;0
'';0;0
Ikarus;0;0
Imagine;0;0
'';0;0
';0;0
# New sentence = Muslim Society of Washington;0;0
Muslim;3;3
Society;4;4
of;4;4
Washington;4;4
# New sentence = Marshalls ( opened 2003 );0;0
Marshalls;0;3
(;0;0
opened;0;0
2003;0;0
);0;0
# New sentence = U.S. Route 50 in Nevada;0;0
U.S.;0;5
Route;0;6
50;0;6
in;0;6
Nevada;5;6
# New sentence = '' Emmerdale '' ( 2014 );0;0
'';0;0
Emmerdale;0;0
'';0;0
(;0;0
2014;0;0
);0;0
# New sentence = He is a former U.S. Ambassador to Israel , Egypt , and the UAE and is a Middle East specialist .;0;0
He;0;0
is;0;0
a;0;0
former;0;0
U.S.;5;0
Ambassador;0;0
to;0;0
Israel;5;5
,;0;0
Egypt;5;5
,;0;0
and;0;0
the;0;0
UAE;5;5
and;0;0
is;0;0
a;0;0
Middle;0;5
East;0;6
specialist;0;0
.;0;0
# New sentence = 2-3 Diego Milito ( 89 );0;0
45691;0;0
Diego;1;1
Milito;2;2
(;0;0
89;0;0
);0;0
# New sentence = '' Tracey Ullman : Live and Exposed '';0;0
'';0;0
Tracey;1;1
Ullman;2;2
:;0;0
Live;0;0
and;0;0
Exposed;0;0
'';0;0
# New sentence = '' Mompha idaei '' ( Zeller , 1839 );0;0
'';0;0
Mompha;0;0
idaei;0;0
'';0;0
(;0;0
Zeller;1;1
,;0;0
1839;0;0
);0;0
# New sentence = ==== Thursday , February 18 , All Robbins '' ====;0;0
====;0;0
Thursday;0;0
,;0;0
February;0;0
18;0;0
,;0;0
All;0;0
Robbins;1;0
'';0;0
====;0;0
# New sentence = Multnomah Channel / Willamette River;0;0
Multnomah;5;5
Channel;6;6
/;0;0
Willamette;5;5
River;6;6
# New sentence = The Grace-Dana & Sunday ( Inactive );0;0
The;0;3
Grace-Dana;0;4
&;0;4
Sunday;0;4
(;0;0
Inactive;0;0
);0;0
# New sentence = Michelle Reis as Ah-or;0;0
Michelle;1;1
Reis;2;2
as;0;0
Ah-or;0;1
# New sentence = ' '' Romain Arneodo '' ' ' '' Benjamin Balleret '' ' 7–5 , 7–6 ( 7–3 );0;0
';0;0
'';0;0
Romain;1;1
Arneodo;2;2
'';0;0
';0;0
';0;0
'';0;0
Benjamin;1;1
Balleret;2;2
'';0;0
';0;0
7–5;0;0
,;0;0
7–6;0;0
(;0;0
7–3;0;0
);0;0
# New sentence = It is known from Papua New Guinea .;0;0
It;0;0
is;0;0
known;0;0
from;0;0
Papua;5;5
New;6;6
Guinea;6;6
.;0;0
# New sentence = Martina Hingis Jana Novotná Henrieta Nagyová Mary Pierce;0;0
Martina;1;1
Hingis;2;2
Jana;1;1
Novotná;2;2
Henrieta;1;1
Nagyová;2;2
Mary;1;1
Pierce;2;2
# New sentence = He was born in Workington and brought up in Carlisle .;0;0
He;0;0
was;0;0
born;0;0
in;0;0
Workington;5;5
and;0;0
brought;0;0
up;0;0
in;0;0
Carlisle;5;5
.;0;0
# New sentence = Balša III ( 1403–1421 ) , [Lord of] Bar;0;0
Balša;1;1
III;2;2
(;0;0
1403–1421;0;0
);0;0
,;0;0
[Lord;0;0
of];0;0
Bar;0;5
# New sentence = IEEE Alexander Graham Bell Medal , 1986;0;0
IEEE;0;0
Alexander;0;0
Graham;0;0
Bell;0;0
Medal;0;0
,;0;0
1986;0;0
# New sentence = '' Principality of Wallachia '' ' – Vladislav II ( 1447–1456 );0;0
'';0;0
Principality;0;0
of;0;0
Wallachia;0;5
'';0;0
';0;0
–;0;0
Vladislav;1;1
II;2;2
(;0;0
1447–1456;0;0
);0;0
#+A8614:A8879 New sentence = Turnout was lowest in Vanuatu ( 11.4 % ) and in Iran ( 15.3 % ) .;0;0
Turnout;0;0
was;0;0
lowest;0;0
in;0;0
Vanuatu;5;5
(;0;0
0,461111111;0;0
%;0;0
);0;0
and;0;0
in;0;0
Iran;5;5
(;0;0
0,627083333;0;0
%;0;0
);0;0
.;0;0
# New sentence = Negele Knight ( 7 );0;0
Negele;1;1
Knight;2;2
(;0;0
7;0;0
);0;0
# New sentence = Prior to 1945 it was in Germany .;0;0
Prior;0;0
to;0;0
1945;0;0
it;0;0
was;0;0
in;0;0
Germany;5;5
.;0;0
# New sentence = Nova iznenađenja za nova pokolenja '';0;0
Nova;0;0
iznenađenja;0;0
za;0;0
nova;0;0
pokolenja;0;0
'';0;0
# New sentence = Al Horford ( 9 );0;0
Al;1;1
Horford;2;2
(;0;0
9;0;0
);0;0
# New sentence = Heads of government of Cabinda;0;0
Heads;0;0
of;0;0
government;0;0
of;0;0
Cabinda;5;5
# New sentence = Soldier of Fortune , Inc . '';0;0
Soldier;3;0
of;4;0
Fortune;4;0
,;0;0
Inc;0;0
.;0;0
'';0;0
